-7.402927042178947659e+01;-2.311247029738601952e+02;-1.600405853958859268e+02;6.406926890095465410e+01;6.345130164219470714e+01;3.835295190797945786e+00;-4.171267729832430859e+01;2.106344909854405500e+01;-1.164763861837134540e+00;-9.870773953061047212e-01
-7.402927042178937711e+01;-2.311247029738597689e+02;-1.600405853958858131e+02;6.406926890095468252e+01;6.345130164219476399e+01;3.835295190797859632e+00;-4.171267729832418780e+01;2.106344909854417935e+01;-1.164763861837084802e+00;-9.870773953060504313e-01
-7.402927042179011607e+01;-2.311247029738601952e+02;-1.600405853958861542e+02;6.406926890095472515e+01;6.345130164219453661e+01;3.835295190797892051e+00;-4.171267729832409543e+01;2.106344909854408343e+01;-1.164763861837085024e+00;-9.870773953060937300e-01
-7.402927042178893657e+01;-2.311247029738600247e+02;-1.600405853958857563e+02;6.406926890095468252e+01;6.345130164219476399e+01;3.835295190797832099e+00;-4.171267729832430859e+01;2.106344909854396263e+01;-1.164763861837091907e+00;-9.870773953060786310e-01
-7.402927042178981765e+01;-2.311247029738596552e+02;-1.600405853958859268e+02;6.406926890095512306e+01;6.345130164219472846e+01;3.835295190797912923e+00;-4.171267729832423754e+01;2.106344909854410830e+01;-1.164763861837089687e+00;-9.870773953060745232e-01
-7.402927042178944816e+01;-2.311247029738603089e+02;-1.600405853958856994e+02;6.406926890095482463e+01;6.345130164219469293e+01;3.835295190797942233e+00;-4.171267729832420201e+01;2.106344909854391290e+01;-1.164763861837136538e+00;-9.870773953060640871e-01
-7.402927042178950501e+01;-2.311247029738600531e+02;-1.600405853958858700e+02;6.406926890095482463e+01;6.345130164219492030e+01;3.835295190797920029e+00;-4.171267729832423754e+01;2.106344909854381342e+01;-1.164763861837102565e+00;-9.870773953060807404e-01
-7.402927042178951922e+01;-2.311247029738600531e+02;-1.600405853958858700e+02;6.406926890095472515e+01;6.345130164219499136e+01;3.835295190797945342e+00;-4.171267729832423754e+01;2.106344909854396263e+01;-1.164763861837145198e+00;-9.870773953060557604e-01
-7.402927042178951922e+01;-2.311247029738600247e+02;-1.600405853958859268e+02;6.406926890095469673e+01;6.345130164219461477e+01;3.835295190797878284e+00;-4.171267729832416649e+01;2.106344909854396263e+01;-1.164763861837121661e+00;-9.870773953060953954e-01
-7.402927042178951922e+01;-2.311247029738600247e+02;-1.600405853958858984e+02;6.406926890095471094e+01;6.345130164219475688e+01;3.835295190797905818e+00;-4.171267729832434412e+01;2.106344909854408343e+01;-1.164763861837081249e+00;-9.870773953060766326e-01
-7.402927042178951922e+01;-2.311247029738600531e+02;-1.600405853958858700e+02;6.406926890095471094e+01;6.345130164219472846e+01;3.835295190798137188e+00;-4.171267729832427307e+01;2.106344909854406211e+01;-1.164763861837268655e+00;-9.870773953062266237e-01
-7.402927042178951922e+01;-2.311247029738600816e+02;-1.600405853958858984e+02;6.406926890095471094e+01;6.345130164219474977e+01;3.835295190798063025e+00;-4.171267729832430149e+01;2.106344909854406566e+01;-1.164763861837149417e+00;-9.870773953061265926e-01
4.149859675158895556e+01;-2.072005048442792372e+02;-1.878342325315890662e+02;1.161205801827546935e+02;-3.228774251608183476e+01;-3.677834310020718789e+01;7.216370474472822139e+01;-6.959497421847019893e+01;-5.393845054877723300e+01;1.476246056714458454e+01
1.722530287752779543e+02;-1.445278683587190756e+02;-2.017001914323924154e+02;2.707343981705504348e+02;-1.706872097313504071e+02;-3.517516220371789348e+00;1.844159486082558317e+02;-1.060449774608953390e+02;-9.748667289797030833e+01;3.772943503941307597e+01
1.966449990797989358e+02;-1.075066259803299147e+02;-1.857309636823302981e+02;3.351099137232244516e+02;-1.893858337956061746e+02;1.987835094413202697e+01;1.876461393430732016e+02;-6.088494994970731256e+01;-8.923820908640067273e+01;5.194301825925325033e+01
