-2.334571668281713752e-18;-9.241172473324656285e-18;-7.596254321604612946e-18;4.585156783904100783e-18;7.595528540864973303e-18;4.801990851055285064e-19;-5.657487700800553740e-18;6.021955841667831627e-18;-6.862540720093648509e-19;-6.076062295916321819e-19
-5.551115123125782702e-17;1.110223024625156540e-16;3.330669073875469621e-16;0.000000000000000000e+00;-2.775557561562891351e-17;-3.989863994746656317e-17;-2.775557561562891351e-17;6.938893903907228378e-17;1.509209424099822172e-16;3.079134169858832593e-17
5.551115123125782702e-17;-0.000000000000000000e+00;-5.551115123125782702e-17;5.551115123125782702e-17;1.110223024625156540e-16;-4.163336342344337027e-17;0.000000000000000000e+00;-5.551115123125782702e-17;-2.775557561562891351e-17;8.673617379884035472e-18
-1.110223024625156540e-16;6.245004513516505540e-17;1.110223024625156540e-16;1.387778780781445676e-17;2.220446049250313081e-16;4.163336342344337027e-17;0.000000000000000000e+00;5.551115123125782702e-17;-2.428612866367529932e-17;-1.734723475976807094e-17
-0.000000000000000000e+00;-0.000000000000000000e+00;-5.551115123125782702e-17;-5.551115123125782702e-17;-5.551115123125782702e-17;1.474514954580286030e-17;1.040834085586084257e-17;-0.000000000000000000e+00;4.857225732735059864e-17;2.428612866367529932e-17
-0.000000000000000000e+00;5.551115123125782702e-17;-1.110223024625156540e-16;-2.775557561562891351e-17;-2.220446049250313081e-16;2.775557561562891351e-17;2.775557561562891351e-17;2.498001805406602216e-16;1.040834085586084257e-17;-6.938893903907228378e-18
-0.000000000000000000e+00;-0.000000000000000000e+00;-5.551115123125782702e-17;-1.110223024625156540e-16;2.775557561562891351e-17;-1.387778780781445676e-17;-5.551115123125782702e-17;-1.387778780781445676e-16;-6.071532165918824830e-18;-2.862293735361731706e-17
-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;-1.734723475976807094e-17;8.673617379884035472e-18;-1.110223024625156540e-16;2.081668171172168513e-17;-1.006139616066548115e-16
-0.000000000000000000e+00;-0.000000000000000000e+00;-0.000000000000000000e+00;-1.387778780781445676e-17;-5.551115123125782702e-17;3.989863994746656317e-17;-1.110223024625156540e-16;-5.551115123125782702e-17;-0.000000000000000000e+00;-6.938893903907228378e-17
1.355252715606880543e-20;-0.000000000000000000e+00;2.168404344971008868e-19;-3.469446951953614189e-18;2.775557561562891351e-17;1.908195823574487804e-17;0.000000000000000000e+00;5.551115123125782702e-17;8.326672684688674053e-17;1.387778780781445676e-17
-2.117582368135750848e-22;-0.000000000000000000e+00;-0.000000000000000000e+00;1.084202172485504434e-19;-3.469446951953614189e-18;-0.000000000000000000e+00;-3.469446951953614189e-18;-6.938893903907228378e-18;-1.110223024625156540e-16;5.551115123125782702e-17
6.617444900424221399e-24;-1.058791184067875424e-22;4.235164736271501695e-22;0.000000000000000000e+00;0.000000000000000000e+00;-2.220446049250313081e-16;-6.938893903907228378e-18;-4.336808689942017736e-18;-5.551115123125782702e-17;5.551115123125782702e-17
8.271806125530276749e-25;6.617444900424221399e-24;-0.000000000000000000e+00;0.000000000000000000e+00;1.734723475976807094e-18;-1.110223024625156540e-16;0.000000000000000000e+00;-0.000000000000000000e+00;-2.220446049250313081e-16;-1.665334536937734811e-16
-1.292469707114105742e-26;-4.135903062765138374e-25;1.654361225106055350e-24;-1.058791184067875424e-22;1.084202172485504434e-19;-0.000000000000000000e+00;-2.168404344971008868e-19;-0.000000000000000000e+00;-5.551115123125782702e-17;2.775557561562891351e-17
-0.000000000000000000e+00;-6.462348535570528710e-27;5.169878828456422968e-26;-3.308722450212110699e-24;-6.776263578034402713e-21;-6.505213034913026604e-19;0.000000000000000000e+00;5.421010862427522170e-20;5.551115123125782702e-17;2.775557561562891351e-17
1.577721810442023611e-30;-0.000000000000000000e+00;-8.077935669463160887e-28;-2.067951531382569187e-25;-4.235164736271501695e-22;-0.000000000000000000e+00;-8.470329472543003391e-22;-1.355252715606880543e-20;-0.000000000000000000e+00;1.665334536937734811e-16
-2.437490259832851471e-03;2.649257176096663988e-02;-5.931499139752746674e-02;3.899940854444239324e-02;-1.792970505428216621e-02;-8.910601423418569589e-02;-6.286070590610259856e-02;4.395146651488007761e-02;-1.530245236345295079e-01;-7.749067030273093515e-02
1.237719382452603933e-02;7.979142309601390537e-02;-1.632004802264900301e-01;7.888145673495382260e-02;7.332117566536930364e-02;-1.558780989795870986e-01;-3.073930339713919213e-02;1.079959397051498959e-01;-5.318365592488558113e-02;-1.224600437204242387e-01
